id,LLM_Q1,LLM_Q2,LLM_Q3,LLM_Q4,LLM_Q5,LLM_Q6,LLM_Q7,LLM_Q8,LLM_Q9,LLM_Q10,LLM_Q11,LLM_Q12,LLM_Q13,LLM_Q14,LLM_Q15,LLM_Q16,LLM_Q17,LLM_Q18,LLM_Q19,LLM_Q20,LLM_A1,LLM_A2,LLM_A3,LLM_A4,LLM_A5,LLM_A6
10,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,4,6,5,4
11,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Least Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,5,5,5
12,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,4,6,5,5
13,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,5,4,7,5,4
14,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Least Auklet,Least Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,5,4,4
15,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Least Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,5,5,5,5,4
16,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,3,6,4,4
17,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Crested Auklet,Crested Auklet,Least Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,4,5,6,3,4
18,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,3,3,6,3,2
19,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,5,5,6,5,4
20,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,2,3,5,2,2
21,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,NA,4,4,7,5,4
22,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Crested Auklet,Least Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,4,6,5,3
23,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Least Auklet,Rhinoceros Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,3,3,6,3,3
24,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,5,6,5,5
25,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,4,6,5,3
26,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,3,6,4,5
27,Crested Auklet,Least Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Parakeet Auklet,NA,5,4,5,5,4
28,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,4,4,6,3,3
29,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,3,4,7,3,4
30,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,6,5,4
31,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,6,3,4
32,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,4,6,4,4
33,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Least Auklet,Least Auklet,Least Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,5,4,3
34,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,3,4,6,4,3
35,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,5,6,5,5
36,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,NA,3,3,7,3,4
37,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Least Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,5,5,6,4,3
38,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Least Auklet,Least Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,NA,4,6,6,4,3
39,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Least Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,6,5,4
40,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,3,5,6,3,4
41,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,NA,4,5,6,4,5
42,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Least Auklet,Least Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,5,4,6,5,4
43,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,4,5,6,6,3
44,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Least Auklet,Rhinoceros Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Crested Auklet,NA,4,4,6,4,3
45,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Least Auklet,Least Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,5,6,6,5,5
46,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,Crested Auklet,Parakeet Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,3,5,5,5,4
47,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Parakeet Auklet,NA,6,6,6,5,4
48,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Crested Auklet,Rhinoceros Auklet,Crested Auklet,Rhinoceros Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Crested Auklet,Rhinoceros Auklet,Rhinoceros Auklet,Rhinoceros Auklet,NA,5,5,6,6,3
49,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Crested Auklet,Least Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Least Auklet,Crested Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Parakeet Auklet,Rhinoceros Auklet,Parakeet Auklet,NA,4,5,5,5,5
