"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q","Q.1","Age","Sex","Employment","No_Experience","AI_User","AI_Dev","D5","Intro.1","Q158","Intro.1.1","Q159","Q160","Q161","Intro.1.2","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q_1","Q_2","Q_3","Q_8","Q_5","Q_6","Intro.2","Q162","Intro.2.1","Q163","Q164","Q165","Intro.2.2","Q1.1","Q2.1","Q3.1","Q4.1","Q5.1","Q6.1","Q7.1","Q8.1","Q9.1","Q10.1","Q11.1","Q12.1","Q13.1","Q14.1","Q15.1","Q16.1","Q17.1","Q18.1","Q19.1","Q20.1","Q_1.1","Q_2.1","Q_3.1","Q_8.1","Q_5.1","Q_6.1","Q2.1.1","Q2.2","Q3.2","Q4.2","PROLIFIC_PID"
"11",2023-08-02 22:02:43,"2023-08-02 22:02:42","0","100",951,"1","2023-08-02 22:02:43","R_24ibSQ6VgiGZGCF","anonymous","EN","1","62c44cde666ca89d158c744a",22,"M","6","FALSE","TRUE","FALSE","Just common usage","Brighter / white stomach","dark / grey stomach","Eyes / overall head","Primarily stomach and sometimes head & eyes","head / eyes and stomach","headS","2","Rhinoceros Auklet","Rhinoceros Auklet","Least Auklet","Rhinoceros Auklet","Rhinoceros Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","4","4","3","5","4","3","You have to take a turn, either left or right","You can take a turn or continue straight ahead","right turn symbol","left turn symbol","right turn symbol and small straight line ahead (not the full arrow)","left turn symbol and small straight line ahead (not the full arrow)","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","6","7","6","2","6","6","Helped a little on how the heatmap help the model, but was hard to properly differentiate between the similar species.","It was quite easy to see the differences in the heatmap, especially due to clear difference in signs","Not sure","","62c44cde666ca89d158c744a"
"12",2023-08-02 22:08:51,"2023-08-02 22:08:50","0","100",1131,"1","2023-08-02 22:08:51","R_6D3M4p3UcXlVo89","anonymous","EN","1","6487168fcb701e81f0f1168c",24,"M","2","FALSE","FALSE","TRUE","Intern Machine Learning Scientist","White and dark body colors","dark and grey body colors","white eyebrows and whiskers","white and black mix pattern on body","white and black body, white eyebrows","unicolor body with slight greyness gradient","2","Crested Auklet","Crested Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Least Auklet","Least Auklet","Rhinoceros Auklet","Rhinoceros Auklet","7","7","7","2","6","7","triangle, black line turning left or right","circular, blue background, straight and right arrows, straight and left arrows","black arrow bending right","black arrow bending left","straight white arrow and right white arrow","straight white arrow and left white arrow","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","7","1","7","7","Helped to Identify the heatmap and focus areas","Can compare to explanations and generate an image to match with","Maybe a larger heatmap on birds task where it also looks at the head instead of just the body","","6487168fcb701e81f0f1168c"
"13",2023-08-02 22:09:02,"2023-08-02 22:09:01","0","100",1882,"1","2023-08-02 22:09:02","R_1gCqxt4f9v97Td6","anonymous","EN","1","612367ab4eb62f178d92b7dc",38,"M","6","FALSE","TRUE","FALSE","I participated in ML courses","White color or bright grey color on the chest. No crest","Black or dark grey color on the chest. Having crest","Yellow bill. White cheek ","white or bright grey chest. Black head and wing","Black head and wing","Yellow Bill. Black Crest","2","Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Rhinoceros Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","7","5","2","5","6","5","Triangle, white background, red arrow","round, blue background, white arrow","arrow is red, background is lighter color, triangle and round","arrow is red, background is lighter color, triangle","arrow is red, background is lighter color, round","arrow is red, background is lighter color, round","2","Right-bend","Ahead-or-right","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Right-bend","Ahead-or-right","Ahead-or-right","Right-bend","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Right-bend","Right-bend","Ahead-or-right","Ahead-or-left","Right-bend","4","3","1","6","2","1","Different color has different heat map","Different color has different heat map, and the color of the border","I do not know","","612367ab4eb62f178d92b7dc"
"14",2023-08-02 22:10:07,"2023-08-02 22:10:06","0","100",787,"1","2023-08-02 22:10:07","R_2QAF29Ti3QnrnXB","anonymous","EN","1","64c75eb4d321d2bebfc75385",20,"F","6","FALSE","TRUE","FALSE","","Least Auklet: White Spots and Neck, Smaller beak; ","Rhinoceros Auklet: Feather on Beak, Dark Wings and Orange Beak","Eye/Head","Neck/Chest","Neck and Head","Hea","2","Crested Auklet","Least Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Rhinoceros Auklet","7","7","5","1","7","5","Triangle, one arrow, red and black","Round, Two arrows, blue and white","Arrow to right","Arrow to left ","Two arrows one right ","Two arrows one left ","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","5","1","7","5","The heatwaves showed what was focused on.","The heatwaves showed me that the direction and number of arrows were important.","If color is registered or not by the machine","","64c75eb4d321d2bebfc75385"
"15",2023-08-02 22:10:25,"2023-08-02 22:10:25","0","100",811,"1","2023-08-02 22:10:25","R_2y3MMe4ix7qW4ye","anonymous","EN","1","6438576b1860de7fc057113d",18,"F","6","FALSE","TRUE","FALSE","They were mostly good and helped me.","Black and white dots, rounder, short beak, white chin","Black feathers, orange beak, feathers on beak, white stripe next to the eye","The beak, eyes and head ","the chest, wings, feathers, color ","color, wings, feathers, chest ","head, chest","2","Crested Auklet","Crested Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Least Auklet","Least Auklet","Rhinoceros Auklet","Rhinoceros Auklet","7","7","7","6","7","6","red triangle, arrow pointing to the side ","blue circle, arrows pointing to the side and straight forward"," direction of arrow going right","direction of arrows going right ","direction of arrows going left ","direction of arrow going left","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","7","7","7","7","They showed important features to tell the birds apart ","They made it clear which sign is which ","Not much ","The explanations were good","6438576b1860de7fc057113d"
"16",2023-08-02 22:16:52,"2023-08-02 22:16:51","0","100",2687,"1","2023-08-02 22:16:52","R_Qal3VfGCnr2sgaR","anonymous","EN","1","60b683d190d9e20f6d976bc0",47,"F","2","FALSE","TRUE","FALSE","Sometimes I ask Alexa for various information that I need in everyday life. I may ask for some information about a product or explanation about a process. ","Greyish and white on stomach, sharp eyes, black and white feet","Greyish and black stomach, a black feather on the face, yellowish feet","dark head, yellow beak ","grey and white stomach, dark back","complete dark head, ","black feather on top of the bird's head","2","Crested Auklet","Crested Auklet","Crested Auklet","Crested Auklet","Crested Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Least Auklet","Rhinoceros Auklet","Rhinoceros Auklet","Rhinoceros Auklet","6","4","3","7","4","5","it is a triangle road sign in white with a red border around. The sign is giving warning that in front there is a bend to the left and a bend to the right. ","the sign is a blue circular sign providing information to road users that they must (it is mandatory) to drive straight ahead or turn right and the other it is a must (mandatory) to drive straight ahead or turn left.","left bend, warning sign","straight ahead or turn right, mandatory sign","straight ahead or turn left, mandatory sign","right bend, warning sign","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","5","4","4","7","5","5","The explanations were clear, but they could give more real examples","The explanation was very clear and concise","provide more examples, use other variants in order to be more clear","interesting study","60b683d190d9e20f6d976bc0"
"17",2023-08-02 22:17:14,"2023-08-02 22:17:13","0","100",2174,"1","2023-08-02 22:17:14","R_30oyCLckJ2Uuw9q","anonymous","EN","1","646bed96d5482decaf0397c9",31,"M","5","TRUE","FALSE","FALSE","","white stripe going from the eye to the back of the head","black feather on top of the beak","white stripe below the eye","chest area of (mostly) white feathers and a stripe at the eye","white stripes at the eye and white colored chest area","beak area with black feather on top","2","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Least Auklet","Least Auklet","Rhinoceros Auklet","Parakeet Auklet","Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet","6","5","4","5","5","6","red and black color","blue and white color","heatmap covers the area to the right of sign","heatmap covers the area to the left of sign","heatmap covers the area to the right of sign","heatmap covers the area to the left of sign","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-right","Left-bend","Left-bend","Left-bend","Left-bend","6","5","4","5","5","6","looking at the heatmap and guessing which features are used by the model for the reasoning","looking at the heatmap and guessing which features are used by the model for the reasoning","if there are maybe any priorities programmed into the model that it uses to reason (shapes, colors). is it purely statistical analysis? how much of a problem are the different perspektives of photos for the identying of objects?","I found it quite difficult for some heatmap pictures to decide ( esp the low resolution ones)","646bed96d5482decaf0397c9"
"18",2023-08-02 22:17:39,"2023-08-02 22:17:39","0","100",990,"1","2023-08-02 22:17:39","R_31bDyYhca1yfIyq","anonymous","EN","1","6468cd14a07776e7425b565c",27,"M","6","FALSE","TRUE","FALSE","","Grey and white sprinkled feathers ","Feathers on beak ","Eyes ","White belly ","White stipe ","Beak ","2","Crested Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Crested Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Rhinoceros Auklet","7","7","6","5","7","5","Red ","Blue ","Right leaning arrow ","Left leaning arrow ","Two headed arrow leaning to the right ","Two headed arrow leaning to the left ","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","6","5","7","6","The regions the heatmap lighted made sense so it was easy to understand ","The signs stay mostly the same so the heatmap had no problem realizing what it would be ","More pictures ","Nice study, very interesting! ","6468cd14a07776e7425b565c"
"19",2023-08-02 22:20:31,"2023-08-02 22:20:30","0","100",1412,"1","2023-08-02 22:20:31","R_2qCTKRopWTUJ9Q1","anonymous","EN","1","60008d34a8f991132396fa0b",29,"M","4","TRUE","FALSE","FALSE","","least auklet: stump beak, chest white/speckled white, round body.","Rhinoceros auklet: longer orange beak, feather on top of beak arching up, slimmer build, lighter feet.","white lines above and under eyes","speckled chest","white line at eye, white chest","bright orange beak, neck curved inward slightly","2","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Crested Auklet","Rhinoceros Auklet","Crested Auklet","7","6","7","3","6","3","red outline, triangular, black arrow on white background without branching.","white arrow on blue background, branched arrow, arrowhead wider than line, white edged, round sign","right curved black arrow, on a triangular red outlines sign.","left curved black arrow, on a triangular red outlines sign.","white branch to the right on a blue background.","white branch to the left on a blue background.","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","6","7","5","6","6","It pointed out how specifically phrased sifferences between species might be used to diferentiate between them.","In much the same way as the first, although this seemed simpler, both for a human or an AI.","On what scale it is programmed, can the program look at the whole image? does it have to compare each pixel and then group those into blocks and compare them to neighbouring blocks (for example to see if a bird is speckled)? I don't know how a program would go about that. Similarly for both, to see articulated what specifically is being differentiated, the AI might pick up on sublte differences I oversaw, if so I'd like to know.","","60008d34a8f991132396fa0b"
"20",2023-08-02 22:23:46,"2023-08-02 22:23:46","0","100",1689,"1","2023-08-02 22:23:46","R_NXr4LgIclHf7VoR","anonymous","EN","1","5d6c12352e6bbb001a122cef",26,"F","2","TRUE","FALSE","FALSE","","white stripe at the eye","Black feather on beak","Dark eyes between white feathers","White chest","White strioe at eye and white chest","Dark face area","2","Rhinoceros Auklet","Rhinoceros Auklet","Parakeet Auklet","Least Auklet","Rhinoceros Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","6","6","6","2","6","5","Red triangle","Blue circle ","Black on white facing right ","Black on white facing left","White on blue facing right","White on blue facing left","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","7","1","7","7","It showed me how simple the question would be ","It showed me how simple the question would be","The number of the ""questions"" the algorithm would ask ","","5d6c12352e6bbb001a122cef"
"21",2023-08-02 22:25:32,"2023-08-02 22:25:31","0","100",1330,"1","2023-08-02 22:25:32","R_1LNIp33QgQytk71","anonymous","EN","1","6474c73a9a56fa31f1d290df",21,"F","6","FALSE","TRUE","FALSE","I used ChatGPT for research for my studies. ","White and grey checkered body, dark gray wings, red small beak","Monocolored dark gray body, bright orange beak, feather on the beak","Broad White feathered stripes on head","White and grey checkered body and small stripes on head","Full white body and thin stripe in face","Red beak","2","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","5","3","4","6","3","3","Triangular, Red lining, white in the middle, black arrow without things at the side of it's head","Round, blue in the middle, white rim arrows have things at the side of the point","Arrow shape ","Arrow shape ","Arrow that protrudes from straight arrow to the right ","Arrow that protrudes from straight arrow to the left","2","Right-bend","Ahead-or-right","Ahead-or-right","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Left-bend","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Ahead-or-right","Left-bend","Left-bend","Left-bend","6","7","6","5","5","5","Not at all. ","I think the positioning of the heat map in the overall picture predicted the models decision. ","What the heat maps mean in terms of computer learning. ","","6474c73a9a56fa31f1d290df"
"22",2023-08-02 22:29:08,"2023-08-02 22:29:07","0","100",1646,"1","2023-08-02 22:29:08","R_1QxvcQEceUsInjn","anonymous","EN","1","6478a2374b8bb33b05539a61",24,"F","6","TRUE","FALSE","FALSE","no","round head, shorter beak, spots on the breast","fethers over the beak, flat head, grey breast","dark eyes","spotted breast and black beak","spotted breast and red beak","feathers over the beak","2","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","6","5","5","6","6","6","Direction of the Arrows","direction of the arrows and more blue on the left or right","big withe spot in the right corner","more withe color from the central to the left of the plate","more withe color from the central to the right of the plate","black color in the right corner","2","Right-bend","Right-bend","Ahead-or-left","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Ahead-or-left","6","6","5","7","2","5","It helpt a lot","was quite difficult","More specific heatmaps","-","6478a2374b8bb33b05539a61"
"23",2023-08-02 22:32:23,"2023-08-02 22:32:22","0","100",2522,"1","2023-08-02 22:32:23","R_2XdjBAvQKpCTbB5","anonymous","EN","1","5e06613fdc853504bff279ed",28,"M","4","FALSE","TRUE","FALSE","","gray feet","creme yellow feet","destinguished two white lines above and under the eye","gray white textured areas","white line starting right behind the eye","erected feather over the beak","2","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet",NA,"Least Auklet",NA,"Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Rhinoceros Auklet","Rhinoceros Auklet","6","6","5","4","6","4","red frame, triangle, black on white background","round, white on blue background","triangle shape","the arc","the splitting point of the arrows and right arrow","the splitting point of the arrows and left arrow","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Right-bend","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","5","7","5","1","6","6","'- by providing the original and heat map data for comparison","'- by providing the original and heat map data for comparison","'- maybe by mentioning how sure the model is that it found the right answer, by mentioning the score as well","","5e06613fdc853504bff279ed"
"24",2023-08-02 22:36:15,"2023-08-02 22:36:15","0","100",870,"1","2023-08-02 22:36:15","R_22tyhcfzwJuhoS7","anonymous","EN","1","6432bd53be7f749c2dd61f22",20,"F","6","FALSE","TRUE","FALSE","Good","White and gray feathers ","Dark grey feathers ","White feathers nearby eyes","White and grey chest","White chest","Long feather nearby eyes","2","Crested Auklet","Crested Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Rhinoceros Auklet","Parakeet Auklet","Crested Auklet","Rhinoceros Auklet","Least Auklet","Parakeet Auklet","Rhinoceros Auklet","Rhinoceros Auklet","2","2","2","5","2","2","Triangle","Circle","Triangle right","Triangle left","Circle right","Circle left","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Left-bend","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","2","3","2","3","2","4","Not really good","Bad","More instructions ","","6432bd53be7f749c2dd61f22"
"25",2023-08-02 22:36:20,"2023-08-02 22:36:19","0","100",1268,"1","2023-08-02 22:36:20","R_3pb74jbTSq7W4Nr","anonymous","EN","1","6427fca3b9cdc2513dbb5469",28,"F","2","FALSE","TRUE","FALSE","I’m using intelligent agents on a daily basis to complete tasks without doing it myself so that I can do other tasks and get info at the same time I need to find out. So those agents ease my life","Least auklet: black and white color, small dark dots on the body front","Black/black and grey color, The beak is more elongated","The head, two white stripes there","One white stripe on the head, small dark spots on the body front","One white stripe on the head, dark spots not on the whole body front, but only on the top of it ","Hear near the beat (as ponytail), body front is gray, one white stripe on the head","2","Crested Auklet","Crested Auklet","Least Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Rhinoceros Auklet","7","7","6","2","7","6","Triangle, black arrow, with arrow not so sharp at the end, red color","Circle, blue color, sharp arrows, white arrow","White background, black arrow, arrow shape and direction ","White background, black arrow, arrow shape and direction ","Color of arrow, shape, direction ","Color of arrow, shape, direction ","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","7","2","7","6","The explanation was clear enough to understand how AI is analyzing the image of the birds and what parts of it are taken into account to make a decision how ai can see those images(birds)","The explanation was clear enough to understand how AI is analyzing the image of the birds and what parts of it are taken into account to make a decision how ai can see those images( road signs)","Everything was absolutely clear and helpful so no need for additional information ","","6427fca3b9cdc2513dbb5469"
"26",2023-08-02 22:37:14,"2023-08-02 22:37:13","0","100",2513,"1","2023-08-02 22:37:14","R_1hMbSR4rVI65OdQ","anonymous","EN","1","5a71c8ccb7fcdc0001e40726",28,"M","5","TRUE","FALSE","FALSE","","Dark grey wings, white to grey body, short orange beak, white to silver bird feet","Dark grey to black wings, grey to dark grey body, orange beak, horn-like feather on the head, white light yellow bird feet","Yellow to orange beak with dark edges. Small horn on the nose.","Very short black to yellow beaks. Dark Grey Wings. White to grey body.","Orange beak. Dark grey wings. White to grey body. White stripe behind the eye.","Orange beak. Dark grey to black wings. Grey to dark grey body. Horn-like feathers on the nose. White stripe behind the eye.","2","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Parakeet Auklet","Rhinoceros Auklet","Rhinoceros Auklet","Rhinoceros Auklet","6","5","5","5","6","4","Triangle, white background with a red edge line. Symbol is black.","Circle, blue background with a white edge. Symbol is blue.","Black Bend symbol to the right, white background and straight red edges.","Black Bend symbol to the left, white background and straight red edges.","Blue background, white arrow symbols straight ahead and to the right.","Blue background, white arrow symbols straight ahead and to the left.","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","6","6","6","3","6","5","It showed specific zones on the pictures that highlighted characteristics of the bird used to identify it. Although not always correct, it depicts the method used and you can understand the ""reasoning"" behind the result of the model.","Similar to Task 1. Even if this method is more simplistic, it is not as easy to understand as in Task 1, because there is only one characteristic (or one ""heatzone"") to see.","Nothing so far.","","5a71c8ccb7fcdc0001e40726"
"27",2023-08-02 22:39:26,"2023-08-02 22:39:26","0","100",1613,"1","2023-08-02 22:39:26","R_bQHuEagg93vHk77","anonymous","EN","1","646cf7e3b6213165030e2c01",38,"F","2","FALSE","TRUE","FALSE","Been User of siri, google bot, chat gpt","white breast","Iroquois over the beak","eyes","light breast","cheeks","head","2","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Rhinoceros Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Parakeet Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Crested Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","7","7","7","5","7","6","Red triangle","blue circle","black curve to the right","black curve to the left","right arrow to the right and straight forward","left arrow to the left and straight forward","2","Right-bend","Right-bend","Right-bend","Right-bend","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-right","Left-bend","Ahead-or-left","Ahead-or-left","Ahead-or-left","Ahead-or-left","Left-bend","Left-bend","Left-bend","Left-bend","Left-bend","7","7","7","7","7","7","good","very good","no additional information needed","","646cf7e3b6213165030e2c01"
"28",2023-08-02 22:43:52,"2023-08-02 22:43:51","0","100",2370,"1","2023-08-02 22:43:52","R_2q4O4dnoudH0CbH","anonymous","EN","1","63d4fe50fa970b0bdecfa2e9",35,"F","2","FALSE","TRUE","FALSE","","The color is white or fair and beak is not sharp.","The color is black or grey and beak is very sharp.","Focused on eyes.","Focused on stomach and eyes.","Focused on upper body, for example eyes, beak etc.","Focused on beak","2","Crested Auklet","Parakeet Auklet","Rhinoceros Auklet","Crested Auklet","Crested Auklet","Least Auklet","Parakeet Auklet","Parakeet Auklet","Least Auklet","Least Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Rhinoceros Auklet","Least Auklet","Parakeet Auklet","Crested Auklet","Crested Auklet","Rhinoceros Auklet","5","6","5","6","6","7","Red color border. Linear structure.","Blue color. Tree structure.","Focused on whole area. Not clearly visible.","Focused on center.  Not clearly visible.","Focused on center. Clearly visible.","Focused on whole area. Not clearly visible.","2","Right-bend","Left-bend","Right-bend","Right-bend","Right-bend","Ahead-or-left","Ahead-or-right","Ahead-or-left","Right-bend","Ahead-or-right","Right-bend","Ahead-or-right","Ahead-or-right","Ahead-or-right","Ahead-or-left","Right-bend","Ahead-or-right","Left-bend","Left-bend","Left-bend","5","6","5","6","5","6","The explanations give clear instructions and have a sufficient amount of example images for reasoning.","The explanations give clear instructions and have a sufficient amount of example images for reasoning.","Explanation video.","","63d4fe50fa970b0bdecfa2e9"
